,question,answer,category,table_id
1131,What nationality was Daria Timoshenko in 1987?,Russian,figure skating,735
1132,What country did Daria Timoshenko for the shortest period of time?,Azerbaijan,figure skating,735
1133,How many years did Daria Timoshenko skate for Azerbaijan?,6 years,figure skating,735
1134,How old was Daria Timoshenko when she began skating?,5,figure skating,735
1135,How many years did Daria Timoshenko skate before retiring?,21 years,figure skating,735
1136,What year did Daria Timoshenko win a gold medal in the World Junior Championships?,1999,figure skating,735
1137,What discipline has Gorshkova excelled at most?,Ice dancing,figure skating,743
1138,At what age did Gorshkovabegin skating?,5 years old,figure skating,743
1139,How many medals total did Gorshkova win?,Three,figure skating,743
1140,How many years after winning a bronze medal at the World Junior Championships did Gorshkova achvieve a personal best score for  Comp. dance?,2,figure skating,743
1141,What was the relationship status of Joe Biden in 1979?,Married to Jill Jocabs,figure skating,743
1142,How long after Gorshkova began skating did she win her first medal?,14 years,figure skating,743
1143,How many total years (terms) does Joe Biden hold as Chair of the Senate Foreign Relations Committee?,6 years (2 terms),figure skating,743
1144,How old was Kristina Gorshkova when she began skaing?,4 years old,figure skating,743
1145,. Who was Joe Biden married to when he was first elected to the Senate?,44 years,figure skating,743
1146,How old was Gorshkova when she won a gold medal?,22,figure skating,743
1147,How long after Kristina Gorshkova began skating did she win her first medal in the Junior Grand Prix Final?,14 years,figure skating,743
1148,What year did Kristina Gorshkova win a gold medal at the Winter Universiade?,2011,figure skating,743
1149,What was the age when Max Aaron began skating?,Age of 4,figure skating,747
1150,How many gold medals won by Max Aaron as team in World Team Trophy 2015?,One,figure skating,747
1151,What was the highest ranking that Max Aaron attained in his world ranking for his skating career in 2014?,11,figure skating,747
1152,How many years after the second marriage did Joe Biden become POTUS?,44 years,figure skating,747
1153,. What was the relationship status of Joe Biden in 1979?,Married to Jill Jocabs,figure skating,747
1154,What positions did Joe Biden hold in 2008?,"The United States Senator from Delaware, Chair of the International Narcotics Control Caucus, Chair of Senate Foreign Relations Committee",figure skating,747
1155,What was Aron's world standing ranking in the year he first won a gold medal in Tokyo?,14,figure skating,747
1156,How old was Aron when first began skating?,4,figure skating,747
1157,How long after achieving a personal best score for short program did Aron retire?,3 years,figure skating,747
1158,How old was Max Aaron when he began skating?,4 years old,figure skating,747
1159,How long did Max Aaron skate before he retired in 2018?,22 years,figure skating,747
1160,How many days ago did Max Aaron was retired?,1704 days ago,figure skating,747
1161,What was the time span between all medals that Shabalin won?,2000-01 and 2010,figure skating,748
1162,How many parties does Joe’s Biden’s is associated with in his entire lifetime?,one,figure skating,748
1163,How many years after the second marriage did Joe Biden become POTUS?,44 years,figure skating,748
1164,Who was the US senator from Delaware in Dec 1972?,A. J. Caleb Boggs,figure skating,748
1165,What was Shabalin's age when he won his sole Olympic medal?,28,figure skating,748
1166,How many total coaches and partners has Shabalin had in his career?,Eight,figure skating,748
1167,When did Maxim Shabalin last win a medal in the European Championships?,2010,figure skating,748
1168,When was the first time that Maxim Shabalin won a medal in the World Junior Championships?,2001,figure skating,748
1169,How old was Maxim Shabalin when he began skating?,5,figure skating,748
1170,What was age when Maxim Shabalin was began skating?,Age of 5 (1987),figure skating,748
1171,How many gold medals won by Maxim Shabalin in European Championships from 2007?,Two,figure skating,748
1172,Who was the co-player of Maxim Shabalin in 2002 World Junior Championships?,Khalyavina,figure skating,748
1173,How long did the second renovation of the Birmingham–Jefferson Convention Complex take?,3 years,monument,751
1174,What is the name of  Birmingham–Jefferson Convention Complex in 1980?,Birmingham–Jefferson Civic Center,monument,751
1175,How many seats have Birmingham–Jefferson Convention Complex as on 2022?,4110 seats,monument,751
1176,How many years did Birmingham–Jefferson Convention Complex was functional before Renovated in 2009?,37 Years,monument,751
1177,How long after the Birmingham–Jefferson Convention Complex was opened was it first renovated?,37 years,monument,751
1178,When was the first renovation of the Birmingham–Jefferson Convention Complex?,2009,monument,751
1179,What was the cost of construction in the final year the Birmingham–Jefferson Convention Complex was expanded?,$768 million,monument,751
1180,How many years longer was the second renovation than the first of the Birmingham–Jefferson Convention Complex?,2,monument,751
1181,What was the first date someone could enter the Birmingham–Jefferson Convention Complex?,1972,monument,751
1182,How long after Miloš Obrenović 's reign as Grand Vožd of Serbia ended did his second reign as Prince of Serbia begin?,41 years,emperor,765
1183,How many years elapsed between reigns of Prince of Serbia for Miloš Obrenović I?,19 years,emperor,765
1184,Who was Miloš Obrenović I successor after he died in 1860?,Mihailo III (Obrenović),emperor,765
1185,How many years was Miloš Obrenović I reign in which Karađorđe was his successor last?,2 years,emperor,765
1186,Who was the Prince of Serbia in 1840?,Milan II,emperor,765
1187,How many years ago did Miloš Obrenović I was died?,207 Years ago,emperor,765
1188,Who was the Prince of Serbia in 1857 before Miloš Obrenović I?,Alexander Karađorđević,emperor,765
1189,How many years before his death did Miloš Obrenović I begin his second reign as the Prince of Serbia?,2,emperor,765
1190,How much longer was Miloš Obrenović 's first reign as Prince of Serbia and his reign as Grand Vožd of Serbia?,20 years,emperor,765
1191,Where did Bev Francis was born on 15 February 1955?,"Geelong, Victoria, Australia",body builder,778
1192,How many years did Bev Francis was debuted his first match?,39 Years ago,body builder,778
1193,How long was the career of Bev Francis?,8 years,body builder,778
1194,How long was Bev Francis's professional career?,8 years,body builder,778
1195,How many years after her best win did Bev Francis retire?,4 years,body builder,778
1196,How old was Bev Francis when she made her pro-debut in 1983?,28 years old,body builder,778
1197,How old was Bev Francis when she turned pro?,28,body builder,778
1198,What was the age when Bev Francis was retired from his career?,Age of 36,body builder,778
1199,How many years between Bev Francis Pro-debut in 1983 and her best win?,4 years,body builder,778
1200,How many individual starts did Brit Pettersen not earn a podium?,28,skier,781
1201,How many years after turning 18 did Pettersen win a gold medal at the Junior World Championships?,1,skier,781
1202,How many years were between Pettersen's first gold medal and his last?,4,skier,781
1203,How many medals did Pettersen win the first year of his World Cup Career?,2,skier,781
1204,In Britt Pettersen's career how many times did she fail to get a team win?,one,skier,781
1205,What year did Brit Pettersen make her World Cup appearance?,1982,skier,781
1206,How many years did Brit Pettersen attend the World Cup?,7,skier,781
1207,How many gold medals did Brit Pettersen win in relay races?,two,skier,781
1208,What Olympic Games did Brit Pettersen win gold in 1984?,Sarajevo,skier,781
1209,How many gold medals won by Henrieta Farkašová in 2010 Paralympic Games?,Three,skier,791
1210,What year did Henrieta Farkašová win a bronze medal in the Sochi Olympics?,2014,skier,791
1211,Which country did Henrieta Farkašová participated in 2018?,Slovakia,skier,791
1212,What event did Henrieta Farkašová win her bronze medal in 2014 Sochi Olympics?,Slalom,skier,791
1213,How old was Henrieta Farkašová when she won a gold medal in the 2022 Olympics?,36 years old,skier,791
1214,How many gold medals won by Henrieta Farkašová in IPC Alpine Skiing World Championships from 2009?,17,skier,791
1215,When was the most recent date that Henrieta Farkašová won a medal in the World Championships?,2021,skier,791
1216,When was the first time that Henrieta Farkašová won a medal in any competition?,2009,skier,791
1217,When was the first time that Henrieta Farkašová won a gold medal in the World Championships?,2009,skier,791
1218,How many gold medals won by Henrieta Farkašová in Paralympic Games from 2010?,11,skier,791
1219,Where did Henrieta Farkašová was born on 3 May 1986?,"Rožňava, Czechoslovakia",skier,791
1220,What was the age when Henrieta Farkašová was first played in IPC Alpine Skiing World Championships 2009?,Age of 23,skier,791
1221,In how many different Paralympic Games has Henrieta Farkašová competed in?,4,skier,791
1222,What city did Henrieta Farkašová win the most medals in?,Pyeongchang,skier,791
1223,In which Paralympic Games did Henrieta Farkašová  win the least amount of medals?,Beijing,skier,791
1224,What year did Henrieta Farkašová win her first gold medal in the Paralympic Games?,2010,skier,791
1225,How old was Henrieta Farkašová when she won her last gold medal in the 2022 Beijing Games?,36 years old,skier,791
1226,What event did Henrieta Farkašová win a bronze medal in 2011 Sestriere?,Team event,skier,791
1227,How many medals did  Kaija Parve-Helinurm win the last year of her World Cup Career?,1,skier,793
1228,In what year did  Kaija Parve-Helinurm the most medals?,1985,skier,793
1229,Where did Kaija Parve-Helinurm win a gold medal the first year of her World Cup Career?,Chamonix,skier,793
1230,What city did Kaija Parve compete in when she was 20 years old?,Chamonix,skier,793
1231,What year did Kaija Parve win her last gold medal in the World Championships?,1988,skier,793
1232,How many medals did Kaija Parve win during the 1985 World Championships?,3,skier,793
1233,How many years in a row did Kaija Parve win a gold medal in the Women's biathlon?,5,skier,793
1234,How old was Kaija Parve when she went to her first World Cup?,20 years old,skier,793
1235,How old was Kaija Parve when she won her last gold medal in the 1988 Chamonix World Championships?,24 years old,skier,793
1236,How old was Marja-Liisa Kirvesniemi when she first won an Olympic gold medal?,29,skier,804
1237,When was the age when Marja-Liisa Kirvesniemi won first gold medal in 1978 World Championships?,Age of 23,skier,804
1238,In what two cities did Marja-Liisa Kirvesniemi win her most medals?,Sarajevo and Lahti,skier,804
1239,How many medals won by Marja-Liisa Kirvesniemi in Olympic games since 1984?,7 (3 Gold + 4 Bronze),skier,804
1240,How many times did Marja-Liisa Kirvesniemi compete in a team event and not get a podium?,7 times,skier,804
1241,Did Marja-Liisa Kirvesniemi first win a gold medal in the Olympics or the World Championships?,World Championships,skier,804
1242,How old was Marja-Liisa Kirvesniemi when she got divorced?,56,skier,804
1243,How many years was Marja-Liisa Kirvesniemi married to Harri Kirvesniemi?,27 years,skier,804
1244,How many gold medals won by Marja-Liisa Kirvesniemi in 1989 World Championships?,Two,skier,804
1245,How many years did Melissa L. Coates work professionally?,18 years,body builder,806
1246,How many days ago did Melissa L. Coates was died?,551 days ago,body builder,806
1247,What was the age when Melissa L. Coates retired from Wrestling?,Age of 49,body builder,806
1248,How many years did Melissa L. Coates played Professional Wrestling?,24 Years,body builder,806
1249,How long after Melissa Coates retired did she pass away?,1 year,body builder,806
1250,Who was the IFBB Jan Tana Classic Champion in 1995?,Sue Gafner,body builder,806
1251,What age was Melissa Coates when she debuted at the IFBB Jan Tana Classic?,25,body builder,806
1252,How many years after retiring did Melissa L. Coates die?,1 year,body builder,806
1253,How old was Melissa L. Coates when her professional career started?,31,body builder,806
1254,How old was Ambrose Rayappan when he became Archbishop Emeritus of Pondicherry and Cuddalore?,52 years,christian leader,817
1255,How long after his term as Archbishop Emeritus of Pondicherry and Cuddalore did Ambrose Rayappan die?,26 years,christian leader,817
1256,How long did Ambrose Rayappan serve as Archbishop Emeritus of Pondicherry and Cuddalore?,20 years,christian leader,817
1257,How many years after his term ended did Ambrose Rayappan die?,26,christian leader,817
1258,How many years passed between Ambrose Rayappan's ordination and consecration?,19,christian leader,817
1259,How old was Ambrose Rayappan when he was ordained?,22,christian leader,817
1260,How many years ago did Ambrose Rayappan was died?,23 Years ago,christian leader,817
1261,Who was the Archbishop Emeritus of Pondicherry and Cuddalore in 1952?,Auguste-Siméon Colas,christian leader,817
1262,How many years did Ambrose Rayappan was worked as Archbishop Emeritus of Pondicherry and Cuddalore from 1953?,20 Years,christian leader,817
1263,How old was Alojzije Mišić when he became the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan?,53 years old,christian leader,824
1264,How long after Alojzije Mišić was ordained did he become the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan?,30 years,christian leader,824
1265,What was the time.between Music's ordination and consecration?,Nearly 30 years,christian leader,824
1266,How long was Music's bishop term for?,Nearly 30 years,christian leader,824
1267,What posts did Alojzije Mišić  hold in 1891?,"Guardian of the Franciscan friary in Petrićevac, General Vicar of Banja Luka and Secretary of the Bishop of Banja Luka",christian leader,824
1268,How long was the longest tenure of another post Music ever held?,10 years,christian leader,824
1269,How old was Alojzije Mišić when he was conscecrated?,53 years old,christian leader,824
1270,How many years did Alojzije Mišić serve as the Bishop of Mostar-Duvno?,30,christian leader,824
1271,How many years was Alojzije Mišić the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan?,30 years,christian leader,824
1272,How many years after Alphonse Gallegos ordination was his consecration?,23 years,christian leader,829
1273,How old was Alphonse Gallegos when he became Auxiliary Bishop of Sacramento?,60 years old,christian leader,829
1274,How old was Alphonse Gallegos when he was ordained?,27,christian leader,829
1275,How many years before Alphonse Gallegos died was he consecrated?,10,christian leader,829
1276,"When Alphonse Gallegos was Auxiliary Bishop of Sacramento, for how many years was he also Titular Bishop of Sasabe?",10,christian leader,829
1277,How many years did Alphonse Gallegos was worked as Auxiliary Bishop of Sacramento?,10 Years,christian leader,829
1278,"How many years ago did Alphonse Gallegos was died in Sacramento, California, United States?",31 Years ago,christian leader,829
1279,What was the age when Alphonse Gallegos was appointed as Auxiliary Bishop of Sacramento in 1981?,Age of 50,christian leader,829
1280,How long did Alphonse Gallegos serve as Auxiliary Bishop of Sacramento?,10 years,christian leader,829
1281,How many years longer was Riguccini on team Balistic than X1 Boxing?,10,martial artist,840
1282,How old was Alessandro Riguccini when he began his career in 1999?,11 years old,martial artist,840
1283,How many years has Alessandro Riguccini been active in his career?,23 years,martial artist,840
1284,What team has Alessandro Riguccini been with for the longest?,Zanfer Promotions,martial artist,840
1285,How long was Alessandro Riguccini with his second team?,2 years,martial artist,840
1286,When did Alessandro Riguccini's martial arts career start?,1999,martial artist,840
1287,How long after becoming active did Riguccini join Zanfer Promotions?,13 years,martial artist,840
1288,How old was Riguccini when he became active as a fighter?,11,martial artist,840
1289,What team has Alessandro Riguccini competed for since 2012?,Zanfer Promotions,martial artist,840
1290,What year was Bustamantel's most decorated?,1998,martial artist,849
1291,What was Bustamante's MMA fight win percentage?,64.58%,martial artist,849
1292,How many years has it been since Bustamante has fought?,Ten,martial artist,849
1293,How many years was Murilo Bustamante active in the MMA?,21,martial artist,849
1294,What was Murilo Bustamante's age when he attended the Brazilian National Championship for the first time?,30,martial artist,849
1295,How many championships has Murilo Bustamante attended in his lifetime?,8,martial artist,849
1296,How old was Murilo Bustamante when he won the gold medal in the 1999 Brazilian National Championship?,33 years old,martial artist,849
1297,How old was Murilo Bustamante when he began his MMA career?,25 years old,martial artist,849
1298,How many years was Murilo Bustamante active in his MMA career?,21 years,martial artist,849
1299,How old was Mohammad Yamin when he took office as 6th Minister of Law,47,office holder,861
1300,How much longer was Yamin in office as 8th Minister of National Education than 6th Minister of Law?,1 year,office holder,861
1301,How long after leaving office as 8th Minister of National Education did Yamin take office as 14th Minister of Information?,7 years,office holder,861
1302,How many years did Mohammad Yamin serve as Minister of National Education?,2 years,office holder,861
1303,Who was the president of Indonesia in 1963?,Roeslan Abdulgani,office holder,861
1304,What position did Mohammad Yamin hold in 1951?,Minister of Law,office holder,861
1305,How many days did Mohammad Yamin was in minister of law?,342 days,office holder,861
1306,What was the age when Mohammad Yamin was Minister of National Education in 1953?,Age of 50,office holder,861
1307,How old was Mohammad Yamin when he became Minister of Information?,59 years old,office holder,861
1308,For how many years was Arnold Schwarzenegger the governor of California?,8,body builder,866
1309,How old was Arnold Schwarzenegger when he got married?,29,body builder,866
1310,Which state did Arnold Schwarzenegger governor?,"The first term of Arnold Schwarzenegger as governor of California began on November 17, 2003, and ended on January 3, 2011.",body builder,866
1311,How long was Arnold Schwarzenegger married for?,35,body builder,866
1312,How many years did Arnold Schwarzenegger was worked as Governor of California?,8 Years,body builder,866
1313,Who was the spouse of Arnold Schwarzenegger in 1990?,Maria Shriver,body builder,866
1314,How many years ago did Arnold Schwarzenegger was served in military?,57 Years ago,body builder,866
1315,When was Arnold Schwarzenegger born?,"July 30, 1947(age 75) Thal, Styria, Allied-occupied Austria",body builder,866
1316,How many are children's Arnold Schwarzenegger ?,"5, including Katherine, Patrick and Joseph Baena",body builder,866
1317,For how long was Richard Caswell married to his wife?,5 years,politician,904
1318,How much longer was Caswell's term as 1st Governor of North Carolina than his term as 2nd Grand Master of the Masons of North Carolina?,3 years,politician,904
1319,How old was Richard Caswell when he married Sarah Herritage?,29,politician,904
1320,How old was Richard Caswell when he got married?,23,politician,904
1321,How long after the death of his first wife did Caswell die?,42 years,politician,904
1322,When did Richard Caswell get into politics?,1776,politician,904
1323,What year did Aslam Watanjar begin serving as Minister of Communications?,1980,office holder,913
1324,How old was Aslam Watanjar when he finally stopped serving the Afghanistan Army?,46,office holder,913
1325,How many years did Aslam Watanjar serve in the military?,33 years,office holder,913
1326,How old was Aslam Watanjar when he took office as the Minister of Defence?,44,office holder,913
1327,"Who was the Minister of Defence on March 5, 1990?",Shahnawaz Tanai,office holder,913
1328,How many years was Aslam Watanjar Minister of Defense?,2 years,office holder,913
1329,How much longer was Watanjar in office during his third term as Minister of Internal Affairs than his first term?,1 year,office holder,913
1330,How long after beginning his military service did Watanjar first take office as Minister of Communications?,11 years,office holder,913
1331,How old was Watanjar when he took office as Minister of Defence?,44,office holder,913
1332,How old was Theo Bot when he last served as Permanent Representative of the Netherlands to the IAEA?,65 years old,person,915
1333,How old was Theo Bot when he married Elisabeth van Hal?,25 years old,person,915
1334,How many years did Theo Bot serve as Ambassador of the Netherlands to Austria?,3 years,person,915
1335,How long after Bot's son Ben was born did he take office as State Secretary for the Interior?,22 years,person,915
1336,How old was Theo Bot when he served in active duty in the East Indies Army?,29,person,915
1337,"How much longer was Theo Bot in office as Ambassador of the Netherlands to Canada than Minister of Education, Arts and Sciences?",3 years,person,915
1338,How many years was Theo Bot in the Reserve before going to active duty?,four,person,915
1339,How many months was Theo Bot Ambassador to Austria?,37,person,915
1340,At what age did Theo Bot become Ambassador to Canada?,56,person,915
1341,How much longer was Mohammad-Ali Foroughi's second term as 22nd Prime Minister of Iran than his first term?,1 year,office holder,928
1342,How old was Mohammad-Ali Foroughi the year he took office as Minister of Justice?,36,office holder,928
1343,How many years was Mohammad-Ali Foroughi a member of the Parliament of Iran?,12 years,office holder,928
1344,How old was Mohammad-Ali Foroughi when he became a member of the Parliament of Iran?,32 years old,office holder,928
1345,How many years did Mohammad-Ali Foroughi serve as Prime Minister of Iran?,1 year,office holder,928
1346,How many days did Mohammad-Ali Foroughi as Speaker of the Parliament?,4 Days,office holder,928
1347,Who was the prime minister of Iran in 1913?,Saad ad-Daula,office holder,928
1348,How long after becoming Member of the Parliament of Iran did Mohammad-Ali Foroughi become Minister of Foreign Affairs?,14 years,office holder,928
1349,How many times did Mohammad-Ali Foroughi  as office in Minister of Finance from 1913-1925?,4 Times,office holder,928
1350,How long after Dick King-Smith became a widower did he remarry?,1 year,book,929
1351,How long was  Dick King-Smith married to his second wife?,10 years,book,929
1352,When did  Dick King-Smith get married to his first wife?,1943,book,929
1353,How long after  Dick King-Smith's first wife died did he get married to his second wife?,one year,book,929
1354,Who was the spouse of Dick King-Smith in 1955?,Myrle,book,929
1355,What was the nationality of Dick King-Smith in 2000?,British,book,929
1356,How many years ago did Dick King-Smith won Guardian Prize?,38 Years ago,book,929
1357,Who was Dick King-Smith married to the year he won the Guardian prize?,Myrle,book,929
1358,How many years had Dick King-Smith been a children's author when he married his second wife?,23,book,929
1359,How many years after the last election for the Vancouver City Council will the next take place?,four,legislature,935
1360,How many political groups in the Vancouver City Council in 2021 have Vancouver in their name?,two,legislature,935
1361,How many days ago did Vancouver City Council members elected?,1349 days ago,legislature,935
1362,How many political groups in the Vancouver City Council in 2021 do not have Vancouver in their name?,five,legislature,935
1363,What was the members counts of Vancouver City Council in 2020?,11,legislature,935
1364,How many days to go for next election for Vancouver City Council?,107 days after,legislature,935
1365,How many years after Becca Balint became President pro tempore of the Senate did Alison Clarkson become Senate Majority Leader?,zero,legislature,936
1366,How many years after Anthony Pollina became Senate Progressive Leader did Molly Gray become President of the Senate?,10,legislature,936
1367,How many leaders began their terms after the last general election?,6,legislature,936
1368,How long between when Patricia McCoy became House Minority Leader and the next general election?,3 years,legislature,936
1369,How many days before the general election of Vermont General Assembly was taken place?,"603 days before (November 3, 2020)",legislature,936
1370,Who is the Speaker of the House at Vermont General Assembly in 2022?,Jill Krowinski,legislature,936
1371,How many Republican in the Vermont General Assembly in 2022?,53,legislature,936
1372,How many years after the last Vermont General Assembly general election will the next one take place?,two,legislature,936
1373,How many years after Anthony Pollina became Senate Progressive Leader did Randy Brock become Senate Minority Leader?,10,legislature,936
1374,How much length of this movie?,It might be 62:12.,album,942
1375,What was the name of the album that came out in 2001?,Break the Cycle,album,942
1376,Which year can released the movie zoe jane?,"april 5,2004",album,942
1377,"How many months before ""Price to Play"" was  ""How About You"" released?",8 months,album,942
1378,"How long before Chapter V was ""So Far Away"" released?",2 years,album,942
1379,How many years after Break the Cycle did Chapter V come out?,4 years,album,942
1380,Who is the producer of 14 shades of grey?,Josh Abraham,album,942
1381,How long did it take from the first single released until the fourth single was released on the album 14 Shades of Grey?,one year,album,942
1382,How many years was it until the next album after 14 Shades of Grey was released?,two,album,942
1383,What was the release date for the singe Homicide off of the Confessions of a Dangerous Mind album?,"May 3, 2019",album,948
1384,How many singles were released from the 2019 Confessions of a Dangerous Mind album?,3,album,948
1385,What year did Confessions of a Dangerous Mind release?,2019,album,948
1386,What single was released 2 months prior to the release of Confessions of a Dangerous Mind?,Confessions of a Dangerous Mind,album,948
1387,How many months was the release of the first single from Confessions of a Dangerous Mind released was the album himself released?,4,album,948
1388,How many singles from Confessions of a Dangerous Mind were released on odd-numbered days?,one,album,948
1389,How many albums did logic put out in 2019 besides Confessions of a Dangerous Mind?,one,album,948
1390,How many labels issued Confessions of a Dangerous Mind?,two,album,948
1391,How many singles were released from Confessions of a Dangerous Mind during the month of the album's release?,1,album,948
1392,"Which country won more medals at the Men's 4 × 200 metre freestyle relay, United States or Great Britain?",United States,athelete,963
1393,How many years after was the next related event compared to the Men's 4 × 200 metre freestyle relay at the Games of the XXXI Olympiad?,4,athelete,963
1394,How many months had already passed completely in the year before the Men's 4 × 200 metre freestyle relay at the Games of the XXXI Olympiad occurred?,7,athelete,963
1395,How many teams are participated in Men's 4 × 200 metre freestyle relay in Olympiad games held in 2016?,16,athelete,963
1396,Who won the finals of Men's 4 × 200 metre freestyle relay in Olympiad games held in 2016?,"United States team consists of Dwyer, Haas, Lochte, and Phelps.",athelete,963
1397,Which country at the Men's 4 × 200 metre freestyle relay had no swimmers only competing in the preliminary heats?,Japan,athelete,963
1398,How many years before was the previous related event compared to the Men's 4 × 200 metre freestyle relay at the Games of the XXXI Olympiad?,4,athelete,963
1399,Which country at the Men's 4 × 200 metre freestyle relay had the most swimmers only competing in the preliminary heats?,United States,athelete,963
1400,Where did the Olympiad games 2016 held?,Olympic Aquatics Stadium,athelete,963
1401,The general election results that the 2021 Myanmar protests want to recognise happened how many years prior?,1,current war,964
1402,How many years after Myanmar coup d'état  was the date to which elections were deferred?,2,current war,964
1403,How long after the start of the protests did the death count total 47 police officers and 7 soldiers?,3 months,current war,964
1404,"What percentage of casualties of the Myanmar Spring Revolution were police officers as of May 23, 2021?",2%,current war,964
1405,How old was the Constitution when the 2021 Myanmar Spring Revolution took place?,13 years,current war,964
1406,How long is it possible for the earliest detainees of the Myanmar Spring Revolution to have been detained as of today?,16 months,current war,964
1407,How many years prior to the protests was the constitution that they sought to abolish drafted?,13,current war,964
1408,"How many months after the start of the 2021 Myanmar protests did the total death toll reach 2,091?",3,current war,964
1409,What number of years old was the constitution at the time that the 2021 Myanmar protests aim to abolish?,13,current war,964
1410,How much did the Croatian troops increase from September 1991 to January 1992?,"97,772",military conflict,966
1411,How many fewer APC's did the Croatian side have over the war?,573,military conflict,966
1412,How many months after the war started was the Croatian Army formed?,two,military conflict,966
1413,How many years did Libya supported to Ethiopian Civil War?,8 Years,civil war,979
1414,How many soldiers under the commanders Isaias Afwerki and Elemo Qiltu?,"1,23,000",civil war,979
1415,How many days did Ethiopian Civil War Wars last?,6102 days,civil war,979
1416,What was the strength of OLF the year Libya ended its support?,"13,000",civil war,979
1417,During what year did Russia's support end and Israel's support begin?,1990,civil war,979
1418,How many years after the beginning of the war did PDR Ethiopia become a belligerent?,13,civil war,979
1419,How much more strength did Ethiopia have in 1991 than the combined strength of its opponents that year in the Ethiopian Civil War?,"76,000",civil war,979
1420,How many more years did Libya support the EPRDF than it supported the other side in the Ethiopian Civil War?,two,civil war,979
1421,"After the Ethiopian Civil War, how many miles of coastline did Ethiopia gain?",zero,civil war,979
1422,How many years were between when the first cease fire was established and when a wider conflict erupted?,5,current war,990
1423,How many more years was Mostafa Pourmohammadi a leader than Ali Shamkhani?,2,current war,990
1424,How long after the start of the Iran–PJAK conflict was the United States allegedly a supporter of Iran?,5 years,current war,990
1425,How many years did Mohd. Ibrahim Moustafa as leader of Egyptian Army?,2 Years (2013-2015),current war,1006
1426,How many years ago did Terrorism in Egypt started?,9 Years ago (2013),current war,1006
1427,Who was the Belligerent of ISIL in 2018?,Wilayat Sinai,current war,1006
1428,How many leaders or commanders began their roles the year the terrorism in Egypt began?,2,current war,1006
1429,How many years longer was Sedki a leader or commander than Mohd. Ibrahim Moustafa?,2,current war,1006
1430,How long after the terrorism in Egypt began did Wilayat Sinai become a belligerent?,1 year,current war,1006
1431,"During the first year of the Western Front, how many men were killed in total?","186,510",military conflict,1012
1432,How many different leaders did Italy have over the Italian Social Republic during World War II?,1,military conflict,1012
1433,How many different companies fought on the allies side during World War II?,11,military conflict,1012
1434,How many more troops did the allies have over the axis between 1939-1940?,2250000,military conflict,1012
1435,How much longer was Italy and Axis belligerent than Hungary?,2 years,military conflict,1012
1436,How long after Walter von Brauchitsch became a leader was Franklin D. Roosevelt one as well?,5 years,military conflict,1012
1437,How many formal Allied nations were involved?,11,military conflict,1012
1438,Who was the only Axis belligerent to fight the entirety of the Western Front campaign?,Germany,military conflict,1012
1439,How many allied casualties were there a year after the beginning of the Western Front?,"2,121,560–2,260,000",military conflict,1012
1440,"How many soldiers was killed in Western Sahara War held for 15 years, 10 months and 1 week?",2000,military conflict,1014
1441,How many years ago did Western Sahara War was ended?,31 Years ago,military conflict,1014
1442,How many years did Mauritania participated in Western Sahara War from 1975?,4 Years,military conflict,1014
1443,How many different leaders did Sahrawi Arab Democratic Republic have during the Western Sahara War?,six,military conflict,1014
1444,Who was the fifth Moroccan commander?,Housni Benslimane,military conflict,1014
1445,How many more soldiers did Morocco have in 1988 over 1991?,"30,000",military conflict,1014
1446,Which belligerent began their support the same year as the Spanish withdrawal under the Madrid Accords?,Algeria,military conflict,1014
1447,How many years after the beginning of the war was the Mauritanian retreat and withdrawal?,4,military conflict,1014
1448,How much longer was Mauritania a belligerent than France.,3 years,military conflict,1014
1449,How long after the start of the Gaza–Israel conflict did Sudan stop being a belligerent?,9 years,current war,1018
1450,How many years longer was Ashkenazi a leader in the conflict than Ehud Olmert?,2,current war,1018
1451,Which commander or leader ended their leadership the same year PRC stopped being a belligerent for the Gaza Strip?,Ehud Barak,current war,1018
1452,How many humans killed in the Salvadoran Civil War between 1979-1992?,27000,civil war,1022
1453,How many years did Argentina supported the Salvadoran Civil War?,4 Years (upto 1983),civil war,1022
1454,How many years ago did Salvadoran Civil War ended?,30 years ago,civil war,1022
1455,How many years into the war was picture of Ronald Reagan  and José Napoleón Duarte taken?,6,civil war,1022
1456,What was the strength of Salvadoran government armed forces in the year following the start of the war?,"9,850",civil war,1022
1457,How long had the Salvadoran Civil War gone on when North Korea quit?,11 years,civil war,1022
1458,Which country continued to provide support of FMLN(CRM) closest to the end of the war?,Soviet Union,civil war,1022
1459,How many countries with blue on their flags supported the United States in the Salvadoran Civil War?,six,civil war,1022
1460,Which side had the greater strength in the Salvadoran Civil War in 1992?,Salvadoran government,civil war,1022
1461,How many gold awards won by china at Olympic Games?,696,athelete,1024
1462,How many winter olympics China participated?,12,athelete,1024
1463,How many years were between the time China first appeared in the Summer Olympic and first appeared in the Winter Olympics?,28,athelete,1024
1464,What was the last year that China appeared at both the Summer and Winter Olympics in the same year?,1992,athelete,1024
1465,"In the 1990's, was China at the Summer of Winter Olympics more?",Winter,athelete,1024
1466,How many more gold medals than silver have been taken by China at the Olympics?,48,athelete,1024
1467,When did China first have a year at the Winter Olympics but not at the Summer Olympics?,1994,athelete,1024
